增补2099源,#genre#
四川卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001690/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001641/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视4K,https://shyd.695847.xyz/cms001/ch00000090990000001582/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV16,https://shyd.695847.xyz/cms001/ch00000090990000001258/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
欢笑剧场4K,https://shyd.695847.xyz/cms001/ch00000090990000001490/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12

安徽卫视,https://shyd.695847.xyz/cms001/ch00000090990000001037/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
安徽卫视,https://shyd.695847.xyz/cms001/ch00000090990000001085/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视,https://shyd.695847.xyz/cms001/ch00000090990000001029/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
北京卫视,https://shyd.695847.xyz/cms001/ch00000090990000001086/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
兵团卫视,https://shyd.695847.xyz/cms001/ch00000090990000001066/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方卫视,https://shyd.695847.xyz/cms001/ch00000090990000001008/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方卫视,https://shyd.695847.xyz/cms001/ch00000090990000001013/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方影视,https://shyd.695847.xyz/cms001/ch00000090990000001016/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方影视,https://shyd.695847.xyz/cms001/ch00000090990000001046/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001092/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001201/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
甘肃卫视,https://shyd.695847.xyz/cms001/ch00000090990000001069/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
甘肃卫视,https://shyd.695847.xyz/cms001/ch00000090990000001298/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001032/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001075/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001095/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
广西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001224/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
贵州卫视,https://shyd.695847.xyz/cms001/ch00000090990000001071/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
贵州卫视,https://shyd.695847.xyz/cms001/ch00000090990000001184/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
海南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001076/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
海南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001183/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001081/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001229/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001073/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
河南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001222/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
黑龙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001031/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
黑龙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001089/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001027/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖北卫视,https://shyd.695847.xyz/cms001/ch00000090990000001083/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001026/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
湖南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001088/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
欢笑剧场,https://shyd.695847.xyz/cms001/ch00000090990000001193/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
吉林卫视,https://shyd.695847.xyz/cms001/ch00000090990000001077/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
吉林卫视,https://shyd.695847.xyz/cms001/ch00000090990000001225/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001033/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江苏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001078/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001034/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
江西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001080/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
辽宁卫视,https://shyd.695847.xyz/cms001/ch00000090990000001035/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
辽宁卫视,https://shyd.695847.xyz/cms001/ch00000090990000001084/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
内蒙古卫视,https://shyd.695847.xyz/cms001/ch00000090990000001068/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
内蒙古卫视,https://shyd.695847.xyz/cms001/ch00000090990000001530/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
宁夏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001074/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
青海卫视,https://shyd.695847.xyz/cms001/ch00000090990000001082/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
青海卫视,https://shyd.695847.xyz/cms001/ch00000090990000001450/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
三沙卫视,https://shyd.695847.xyz/cms001/ch00000090990000001185/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001028/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山东卫视,https://shyd.695847.xyz/cms001/ch00000090990000001093/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
山西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001070/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
陕西卫视,https://shyd.695847.xyz/cms001/ch00000090990000001067/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视,https://shyd.695847.xyz/cms001/ch00000090990000001030/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
深圳卫视,https://shyd.695847.xyz/cms001/ch00000090990000001096/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
四川卫视,https://shyd.695847.xyz/cms001/ch00000090990000001091/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
四川卫视,https://shyd.695847.xyz/cms001/ch00000090990000001130/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
天津卫视,https://shyd.695847.xyz/cms001/ch00000090990000001036/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
天津卫视,https://shyd.695847.xyz/cms001/ch00000090990000001079/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
西藏卫视,https://shyd.695847.xyz/cms001/ch00000090990000001072/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
新疆卫视,https://shyd.695847.xyz/cms001/ch00000090990000001065/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
延边卫视,https://shyd.695847.xyz/cms001/ch00000090990000001470/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
云南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001094/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
云南卫视,https://shyd.695847.xyz/cms001/ch00000090990000001223/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
浙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001007/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
浙江卫视,https://shyd.695847.xyz/cms001/ch00000090990000001023/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
重庆卫视,https://shyd.695847.xyz/cms001/ch00000090990000001087/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
重庆卫视,https://shyd.695847.xyz/cms001/ch00000090990000001129/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12

CHC家庭影院,https://shyd.695847.xyz/cms001/ch00000090990000001570/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CHC动作电影,https://shyd.695847.xyz/cms001/ch00000090990000001580/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CHC影迷电影,https://shyd.695847.xyz/cms001/ch00000090990000001581/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
财富天下,https://shyd.695847.xyz/cms001/ch00000090990000001219/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
茶频道,https://shyd.695847.xyz/cms001/ch00000090990000001234/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
第一财经,https://shyd.695847.xyz/cms001/ch00000090990000001017/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
第一财经,https://shyd.695847.xyz/cms001/ch00000090990000001048/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方财经,https://shyd.695847.xyz/cms001/ch00000090990000001318/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方购物,https://shyd.695847.xyz/cms001/ch00000090990000001039/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方购物,https://shyd.695847.xyz/cms001/ch00000090990000001040/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方购物,https://shyd.695847.xyz/cms001/ch00000090990000001120/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
东方购物,https://shyd.695847.xyz/cms001/ch00000090990000001121/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
快乐垂钓,https://shyd.695847.xyz/cms001/ch00000090990000001235/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
乐游,https://shyd.695847.xyz/cms001/ch00000090990000001110/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
乐游,https://shyd.695847.xyz/cms001/ch00000090990000001200/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
央广购物,https://shyd.695847.xyz/cms001/ch00000090990000001142/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
央广购物,https://shyd.695847.xyz/cms001/ch00000090990000001420/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
游戏风云,https://shyd.695847.xyz/cms001/ch00000090990000001114/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
游戏风云,https://shyd.695847.xyz/cms001/ch00000090990000001192/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海都市,https://shyd.695847.xyz/cms001/ch00000090990000001005/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海都市,https://shyd.695847.xyz/cms001/ch00000090990000001015/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海教育,https://shyd.695847.xyz/cms001/ch00000090990000001053/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海教育,https://shyd.695847.xyz/cms001/ch00000090990000001268/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海新闻综合,https://shyd.695847.xyz/cms001/ch00000090990000001006/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
上海新闻综合,https://shyd.695847.xyz/cms001/ch00000090990000001014/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
五星体育,https://shyd.695847.xyz/cms001/ch00000090990000001018/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
五星体育,https://shyd.695847.xyz/cms001/ch00000090990000001049/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
生活时尚,https://shyd.695847.xyz/cms001/ch00000090990000001117/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
生活时尚,https://shyd.695847.xyz/cms001/ch00000090990000001199/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
动漫秀场,https://shyd.695847.xyz/cms001/ch00000090990000001108/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
动漫秀场,https://shyd.695847.xyz/cms001/ch00000090990000001196/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
都市剧场,https://shyd.695847.xyz/cms001/ch00000090990000001107/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
都市剧场,https://shyd.695847.xyz/cms001/ch00000090990000001203/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
法治天地,https://shyd.695847.xyz/cms001/ch00000090990000001111/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
法治天地,https://shyd.695847.xyz/cms001/ch00000090990000001195/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
家庭理财,https://shyd.695847.xyz/cms001/ch00000090990000001278/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金色学堂,https://shyd.695847.xyz/cms001/ch00000090990000001106/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金色学堂,https://shyd.695847.xyz/cms001/ch00000090990000001194/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
金鹰纪实,https://shyd.695847.xyz/cms001/ch00000090990000001230/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
家庭理财,https://shyd.695847.xyz/cms001/ch00000090990000001278/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV1,https://shyd.695847.xyz/cms001/ch00000090990000001020/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV1,https://shyd.695847.xyz/cms001/ch00000090990000001100/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV2,https://shyd.695847.xyz/cms001/ch00000090990000001226/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CETV4,https://shyd.695847.xyz/cms001/ch00000090990000001348/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CGTN,https://shyd.695847.xyz/cms001/ch00000090990000001058/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12


赛事咪咕临时,#genre# 


赛事睛彩竞技,https://zby.130519.xyz/PLTV/11/224/3221226116/index.m3u8 
赛事睛彩篮球,https://zby.130519.xyz/PLTV/11/224/3221226118/index.m3u8 
赛事睛彩广场,https://zby.130519.xyz/PLTV/11/224/3221226139/index.m3u8 
赛事广竞抖播,video://https://live.douyin.com/802006140488 
赛事咪咕播01,https://zby.130519.xyz/PLTV/11/224/3221225636/index.m3u8 
赛事咪咕播02,https://zby.130519.xyz/PLTV/11/224/3221225637/index.m3u8 
赛事咪咕播03,https://zby.130519.xyz/PLTV/11/224/3221225638/index.m3u8 
赛事咪咕播04,https://zby.130519.xyz/PLTV/11/224/3221225639/index.m3u8 
赛事咪咕播05,https://zby.130519.xyz/PLTV/11/224/3221225640/index.m3u8 
赛事咪咕播06,https://zby.130519.xyz/PLTV/11/224/3221225641/index.m3u8 
赛事咪咕播07,https://zby.130519.xyz/PLTV/11/224/3221225643/index.m3u8 
赛事咪咕播08,https://zby.130519.xyz/PLTV/11/224/3221225644/index.m3u8 
赛事咪咕播09,https://zby.130519.xyz/PLTV/11/224/3221225646/index.m3u8 
赛事咪咕播10,https://zby.130519.xyz/PLTV/11/224/3221225657/index.m3u8 
赛事咪咕播11,https://zby.130519.xyz/PLTV/11/224/3221225674/index.m3u8 
赛事咪咕播12,https://zby.130519.xyz/PLTV/11/224/3221225676/index.m3u8 
赛事咪咕播13,https://zby.130519.xyz/PLTV/11/224/3221225678/index.m3u8 
赛事咪咕播14,https://zby.130519.xyz/PLTV/11/224/3221225679/index.m3u8 
赛事咪咕播15,https://zby.130519.xyz/PLTV/11/224/3221225680/index.m3u8
 赛事咪咕播16,https://zby.130519.xyz/PLTV/11/224/3221225681/index.m3u8 
赛事咪咕播17,https://zby.130519.xyz/PLTV/11/224/3221225682/index.m3u8 
赛事咪咕播18,https://zby.130519.xyz/PLTV/11/224/3221225683/index.m3u8 
赛事咪咕播19,https://zby.130519.xyz/PLTV/11/224/3221225684/index.m3u8 
赛事咪咕播20,https://zby.130519.xyz/PLTV/11/224/3221225685/index.m3u8 
赛事咪咕播21,https://zby.130519.xyz/PLTV/11/224/3221225686/index.m3u8 
赛事咪咕播22,https://zby.130519.xyz/PLTV/11/224/3221225688/index.m3u8 
赛事咪咕播23,https://zby.130519.xyz/PLTV/11/224/3221225689/index.m3u8 
赛事咪咕播24,https://zby.130519.xyz/PLTV/11/224/3221225690/index.m3u8 
赛事咪咕播25,https://zby.130519.xyz/PLTV/11/224/3221225692/index.m3u8 
赛事咪咕播26,https://zby.130519.xyz/PLTV/11/224/3221225693/index.m3u8 
赛事咪咕播27,https://zby.130519.xyz/PLTV/11/224/3221225694/index.m3u8 
赛事咪咕播28,https://zby.130519.xyz/PLTV/11/224/3221225695/index.m3u8 
赛事咪咕播29,https://zby.130519.xyz/PLTV/11/224/3221225696/index.m3u8 
赛事咪咕播30,https://zby.130519.xyz/PLTV/11/224/3221225697/index.m3u8 
赛事咪咕播31,https://zby.130519.xyz/PLTV/11/224/3221225699/index.m3u8 
赛事咪咕播32,https://zby.130519.xyz/PLTV/11/224/3221226125/index.m3u8 
赛事百视通33,https://zby.130519.xyz/PLTV/11/224/3221225663/index.m3u8 

赛事咪咕(备用),#genre# 
赛事咪咕播01,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005308&/PLTV/&$8M FHD 
赛事咪咕播02,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005969&/PLTV/&$8M FHD 
赛事咪咕播03,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000007218&/PLTV/&$8M FHD 
赛事咪咕播04,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008001&/PLTV/&$8M FHD 
赛事咪咕播05,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008176&/PLTV/&$8M FHD 
赛事咪咕播06,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008379&/PLTV/&$8M FHD 
赛事咪咕播07,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010129&/PLTV/&$8M FHD 
赛事咪咕播08,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010948&/PLTV/&$8M FHD 
赛事咪咕播09,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000028638&/PLTV/&$8M FHD 
赛事咪咕播10,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000031494&/PLTV/&$8M FHD 
赛事咪咕播11,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000000097&/PLTV/&$5M FHD 
赛事咪咕播12,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002019&/PLTV/&$5M FHD 
赛事咪咕播13,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002809&/PLTV/&$5M FHD 
赛事咪咕播14,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000003915&/PLTV/&$5M FHD 
赛事咪咕播15,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000004193&/PLTV/&$5M FHD 
赛事咪咕播16,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005837&/PLTV/&$8M FHD 
赛事咪咕播17,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006077&/PLTV/&$5M FHD 
赛事咪咕播18,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006658&/PLTV/&$5M FHD 
赛事咪咕播19,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000009788&/PLTV/&$5M FHD 
赛事咪咕播20,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000010833&/PLTV/&$5M FHD 
赛事咪咕播21,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011297&/PLTV/&$5M FHD 
赛事咪咕播22,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011518&/PLTV/&$5M FHD 
赛事咪咕播23,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000012558&/PLTV/&$5M FHD 
赛事咪咕播24,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000012616&/PLTV/&$5M FHD 
赛事咪咕播25,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015470&/PLTV/&$5M FHD 
赛事咪咕播26,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015560&/PLTV/&$5M FHD 
赛事咪咕播27,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000019839&/PLTV/&$5M FHD 
赛事咪咕播28,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000021904&/PLTV/&$5M FHD 
赛事咪咕播29,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000023434&/PLTV/&$5M FHD 
赛事咪咕播30,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000025380&/PLTV/&$5M FHD 
赛事咪咕播31,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000027691&/PLTV/&$5M FHD 
赛事咪咕播32,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000031669&/PLTV/&$5M FHD 
赛事咪咕播33,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011518&/PLTV/&$8M FHD 
赛事咪咕播34,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011519&/PLTV/&$8M FHD 
赛事咪咕播35,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011520&/PLTV/&$8M FHD 
赛事咪咕播36,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011521&/PLTV/&$8M FHD 
赛事咪咕播37,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011522&/PLTV/&$8M FHD 
赛备咪咕4k播,http://xiaoya.crccxw.top:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive 
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011528&/PLTV/&$8M1FHD 
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011530&/PLTV/&$8M2FHD 
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011529&/PLTV/&$8M1FHD 
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011531&/PLTV/&$8M2FHD 
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011525&/PLTV/&$8M1FHD 
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000031315&/PLTV/&$8M2FHD 
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011523&/PLTV/&$8M1FHD
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011524&/PLTV/&$8M2FHD 
赛事广竞抖播,video://https://live.douyin.com/802006140488 


